건축물동수,건축물연면적,사업장명,업태구분명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,1706,다인 다이어트 복싱,,2015-01-20,,185797.184093366,443629.410643222,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2015-01-21 08:49:17,,2010-03-10,152-889,,서울특별시 구로구 오류동 6-17 유진빌딩 3층,,CDFH3301022010000001,3160000,사립,"서울특별시 구로구 경인로 169  (오류동,유진빌딩 3층)",,03,폐업,,,
,,국가대표 특전 체육관,,2013-06-03,,190344.514019198,443902.631845699,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2013-06-03 11:11:57,,2010-12-14,152-842,1,서울특별시 구로구 구로동 104-7 영림빌딩 지하,,CDFH3301022010000005,3160000,사립,"서울특별시 구로구 가마산로27길 7  (구로동,영림빌딩 지하)",,03,폐업,,,02-859-8350
1,,한미체육관,,2020-06-23,,191047.378156424,442322.788803177,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2020-06-23 11:12:22,,2012-10-15,152-880,1,서울특별시 구로구 구로동 1127-32,,CDFH3301022012000003,3160000,사립,서울특별시 구로구 디지털로32길 82 (구로동),08392,03,폐업,,,070-8659-0720
,,한체대 차오름태권도,,2015-06-11,,184912.346864951,443884.690276717,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2015-06-11 17:01:08,,2013-07-29,152-885,1,서울특별시 구로구 궁동 281-7 3층,,CDFH3301022013000003,3160000,사립,"서울특별시 구로구 부일로17길 121, 3층 (궁동)",,03,폐업,,,02-2615-0301
,,경희대스페셜태권스쿨,,2021-02-05,,185713.902047377,442103.411241111,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2021-02-05 14:33:51,,2013-10-31,,1,서울특별시 구로구 천왕동 277-9 천왕센타프라자 304호,,CDFH3301022013000004,3160000,사립,"서울특별시 구로구 천왕로 36, 천왕센타프라자 304호 (천왕동)",08365,03,폐업,,,
,800,신도림복싱스쿨,,2019-01-10,,190146.813085852,444800.352870029,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2019-01-10 14:42:16,,2014-01-27,152-838,1,서울특별시 구로구 구로동 8-16 지하1층,,CDFH3301022014000001,3160000,사립,"서울특별시 구로구 새말로 85, 지하1층층 (구로동)",08288,03,폐업,,,070-8826-1212
,811,나라찬스포츠 태권아카데미,태권도,2022-06-15,,187285.388011331,444038.349775131,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2022-06-15 16:42:48,,2014-03-18,,1,서울특별시 구로구 고척동 94-7 대상빌딩 지층호,,CDFH3301022014000004,3160000,사립,"서울특별시 구로구 경서로 12, 대상빌딩 지층 (고척동)",08226,03,폐업,,,
,,경희대 스페셜 태권도줄넘기,태권도,2025-08-07,,185713.902047377,442103.411241111,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2025-08-07 16:11:14,,2018-07-11,,,서울특별시 구로구 천왕동 277-9 천왕센타프라자,,CDFH3301022018000002,3160000,사립,"서울특별시 구로구 천왕로 36, 천왕센타프라자 304호 (천왕동)",08365,03,폐업,,,
,,개봉합기도체육관,합기도,2021-11-01,,187208.353423988,442714.449838492,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2021-11-01 12:59:11,,2020-04-24,,,서울특별시 구로구 개봉동 403-95,,CDFH3301022020000008,3160000,사립,"서울특별시 구로구 개봉로 9, 4층 (개봉동)",08352,03,폐업,,,02-2687-4242
,,혜성합기도,합기도,2024-12-27,,185867.982684839,443187.336998108,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2024-12-27 13:33:13,,2020-06-24,,,서울특별시 구로구 오류동 156-100 새마을금고회관 가동 3층,,CDFH3301022020000009,3160000,사립,"서울특별시 구로구 오류로 70, 새마을금고회관 가동 3층 (오류동)",08343,03,폐업,,,02-2688-6007
,,용인대 준 태권도,태권도,2025-01-21,,187212.835420757,444935.233094335,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2025-01-21 13:08:09,,2024-06-04,,1,서울특별시 구로구 고척동 216-3,,CDFH3301022024000001,3160000,사립,"서울특별시 구로구 중앙로15길 65, 2층 (고척동)",08241,03,폐업,,,
,,성심태권도,,2008-06-20,,211723.256539181,443049.049586944,체육도장업,2026-04-22 22:31:46,I,03,폐업,0,2008-06-20 15:51:22,,1989-11-09,138-200,,서울특별시 송파구 문정동 136-26,,CDFH3301021989000001,3230000,사립,서울특별시 송파구 송이로31길 24  (문정동),,03,폐업,,,
,,삼전원도체육관,,2007-01-15,,208243.425969755,444529.197327703,체육도장업,2026-04-22 22:31:46,I,03,폐업,0,2007-01-15 17:03:18,,1989-12-20,138-839,,서울특별시 송파구 삼전동 101-16,,CDFH3301021989000002,3230000,사립,서울특별시 송파구 백제고분로 245  (삼전동),,03,폐업,,,
,,천마 검도체육관,,2008-04-30,,209001.844836661,446426.814182263,체육도장업,2026-04-22 22:31:47,I,03,폐업,0,2008-05-19 16:18:16,,1989-12-22,138-240,,서울특별시 송파구 신천동 11-0 장미c상가 503호,,CDFH3301021989000003,3230000,사립,"서울특별시 송파구 오금로 20,  503호 (신천동,장미c상가)",,03,폐업,,,
,,SOMA종합체육관,,2009-12-30,,211643.343768654,443574.144898766,체육도장업,2026-04-22 22:31:47,I,03,폐업,0,2009-12-30 15:46:04,,1989-12-23,138-812,,서울특별시 송파구 가락동 194-7,,CDFH3301021989000004,3230000,사립,서울특별시 송파구 오금로44길 48  (가락동),,03,폐업,,,
,,문정태권도,,2003-04-29,,210982.298142462,442853.754043001,체육도장업,2026-04-22 22:31:47,I,03,폐업,0,2003-11-20 15:09:32,,1989-12-23,138-200,,"서울특별시 송파구 문정동 31-1 ,2",,CDFH3301021989000005,3230000,사립,"서울특별시 송파구 동남로4길 27  (문정동,,2)",,03,폐업,,,
,,훼밀리월드체육관,,2006-05-23,,210045.748264305,442930.687284628,체육도장업,2026-04-22 22:31:48,I,03,폐업,0,2006-07-11 17:01:50,,1989-12-23,138-200,,서울특별시 송파구 문정동 150-0 훼미리상가,,CDFH3301021989000006,3230000,사립,"서울특별시 송파구 중대로 24  (문정동,훼미리상가)",,03,폐업,,,
0,0,엄지태권도,,1999-06-02,,212017.076709206,444222.753883853,체육도장업,2026-04-22 22:31:48,I,03,폐업,,2003-02-17 15:15:04,,1989-12-23,138-859,0,서울특별시 송파구 오금동 151-5,,CDFH3301021989000007,3230000,사립,서울특별시 송파구 동남로 274  (오금동),,03,폐업,,,
,,청호태권도,,2003-05-29,,209763.926604032,445061.829901119,체육도장업,2026-04-22 22:31:48,I,03,폐업,0,2003-11-20 15:26:54,,1989-12-23,138-851,,서울특별시 송파구 송파동 133-3,,CDFH3301021989000008,3230000,사립,서울특별시 송파구 백제고분로44길 3  (송파동),,03,폐업,,,
,,잠4태권도체육도장,,2004-03-09,,209191.596893044,446691.34604437,체육도장업,2026-04-22 22:31:49,I,03,폐업,0,2004-03-09 13:33:42,,1989-12-23,138-240,,서울특별시 송파구 신천동 17-2 1단지상가,,CDFH3301021989000011,3230000,사립,"서울특별시 송파구 오금로3길 34  (신천동,1단지상가)",,03,폐업,,,
0,0,다니엘태권도,,2000-11-21,,210237.908301844,444927.421666468,체육도장업,2026-04-22 22:31:49,I,03,폐업,,2003-02-17 15:15:04,,1989-12-23,138-854,0,서울특별시 송파구 송파동 150-1,,CDFH3301021989000012,3230000,사립,서울특별시 송파구 가락로28길 5  (송파동),,03,폐업,,,
,,가락태권도장,,2014-03-03,,209055.738648047,444111.997324367,체육도장업,2026-04-22 22:31:49,I,03,폐업,,2014-03-03 15:53:56,,1989-12-23,138-846,,서울특별시 송파구 석촌동 253-7,,CDFH3301021989000013,3230000,사립,서울특별시 송파구 송파대로37길 84 (석촌동),,03,폐업,,,
,,용태권도장,,2003-07-30,,207624.424720682,445533.439634339,체육도장업,2026-04-22 22:31:49,I,03,폐업,0,2004-05-27 16:17:54,,1989-12-23,138-220,,서울특별시 송파구 잠실동 22-6 종합상가,,CDFH3301021989000014,3230000,사립,"서울특별시 송파구 올림픽로 145  (잠실동,종합상가)",,03,폐업,,,
0,0,토성태권도장,,1998-02-17,,210154.934527247,447451.490656299,체육도장업,2026-04-22 22:31:49,I,03,폐업,,2003-02-17 15:15:04,,1989-12-23,138-879,0,서울특별시 송파구 풍납동 403,,CDFH3301021989000015,3230000,사립,서울특별시 송파구 토성로 52  (풍납동),,03,폐업,,,
0,0,비호체육관,,1997-08-21,,,,체육도장업,2026-04-22 22:31:49,I,03,폐업,,2003-02-17 15:15:04,,1990-02-14,138-821,0,서울특별시 송파구 마천동 316-6,,CDFH3301021990000001,3230000,사립,,,03,폐업,,,
,,제일태권도장,,2006-11-30,,207125.178244289,445763.360184076,체육도장업,2026-04-22 22:31:49,I,03,폐업,0,2006-11-30 09:18:31,,1990-04-19,138-220,,서울특별시 송파구 잠실동 19-0 관리사무소,,CDFH3301021990000004,3230000,사립,"서울특별시 송파구 올림픽로 99  (잠실동,관리사무소)",,03,폐업,,,
0,0,우슈대일관,,1999-02-19,,209604.482670814,444453.70198491,체육도장업,2026-04-22 22:31:49,I,03,폐업,,2003-02-17 15:15:04,,1990-06-05,138-847,0,서울특별시 송파구 석촌동 295-4,,CDFH3301021990000005,3230000,사립,서울특별시 송파구 송파대로 391  (석촌동),,03,폐업,,,
0,0,월드체육관,,2001-02-01,,208152.543663506,444979.313353075,체육도장업,2026-04-22 22:31:49,I,03,폐업,,2003-02-17 15:15:04,,1990-06-22,138-837,0,서울특별시 송파구 삼전동 22-5,,CDFH3301021990000006,3230000,사립,서울특별시 송파구 석촌호수로 144  (삼전동),,03,폐업,,,
0,0,현대유도,,2000-07-05,,,,체육도장업,2026-04-22 22:31:50,I,03,폐업,,2003-02-17 15:15:04,,1990-06-28,138-130,0,서울특별시 송파구 오금동 512-1,,CDFH3301021990000007,3230000,사립,,,03,폐업,,,
,10864,경희대중앙태권도,태권도,2018-08-22,,208187.623477261,445589.718583334,체육도장업,2026-04-22 22:31:50,I,03,폐업,,2018-08-22 15:43:40,,1991-06-10,,,서울특별시 송파구 잠실동 27-6 중앙상가,,CDFH3301021991000002,3230000,사립,"서울특별시 송파구 올림픽로 203 (잠실동, 잠실주공아파트5단지)",05503,03,폐업,,,
,,태권도송파체육관,,2006-11-30,,,,체육도장업,2026-04-22 22:31:51,I,03,폐업,0,2006-11-30 09:10:01,,1991-07-13,138-130,,서울특별시 송파구 오금동 565-0,,CDFH3301021991000003,3230000,사립,,,03,폐업,,,
0,0,심무태권도,,1998-05-25,,210453.135077591,444624.65192236,체육도장업,2026-04-22 22:31:51,I,03,폐업,,2003-02-17 15:15:04,,1992-08-19,138-853,0,서울특별시 송파구 송파동 163-19,,CDFH3301021992000001,3230000,사립,서울특별시 송파구 오금로32길 30  (송파동),,03,폐업,,,
0,0,홍익체육관,,2000-08-29,,212731.847416877,444363.020402651,체육도장업,2026-04-22 22:31:51,I,03,폐업,,2003-02-17 15:15:04,,1992-09-21,138-817,0,서울특별시 송파구 마천동 13-7,,CDFH3301021992000002,3230000,사립,서울특별시 송파구 성내천로23길 22  (마천동),,03,폐업,,,
0,0,명덕영,,1998-05-29,,212394.582021486,443771.800537966,체육도장업,2026-04-22 22:31:52,I,03,폐업,,2003-02-17 15:15:04,,1992-11-25,138-813,0,서울특별시 송파구 거여동 14-4,,CDFH3301021992000003,3230000,사립,서울특별시 송파구 오금로53길 9-13  (거여동),,03,폐업,,,
0,0,올림픽유도교실,,1998-04-03,,211073.35603022,446095.113429039,체육도장업,2026-04-22 22:31:52,I,03,폐업,,2003-02-17 15:15:04,,1993-01-09,138-829,0,서울특별시 송파구 방이동 88-2,,CDFH3301021993000001,3230000,사립,서울특별시 송파구 올림픽로 424  (방이동),,03,폐업,,,
0,0,청운체육관,,2002-02-09,,211863.232149163,444763.027273625,체육도장업,2026-04-22 22:31:52,I,03,폐업,,2003-02-17 15:15:04,,1993-03-26,138-858,0,서울특별시 송파구 오금동 78-5,,CDFH3301021993000003,3230000,사립,서울특별시 송파구 마천로15길 2  (오금동),,03,폐업,,,
0,0,방이태권도,,1998-11-18,,210471.290465541,445484.936317623,체육도장업,2026-04-22 22:31:52,I,03,폐업,,2003-02-17 15:15:04,,1993-05-20,138-833,0,서울특별시 송파구 방이동 160-14,,CDFH3301021993000006,3230000,사립,서울특별시 송파구 가락로 264-1  (방이동),,03,폐업,,,
,,비룡태권도,,2004-11-08,,209813.13006627,444439.474958241,체육도장업,2026-04-22 22:31:52,I,03,폐업,0,2004-11-15 11:52:51,,1993-06-16,138-854,,서울특별시 송파구 송파동 98-14,,CDFH3301021993000007,3230000,사립,서울특별시 송파구 가락로 138-9  (송파동),,03,폐업,,,
,,한스태권도장,,2003-05-29,,211074.735617686,442480.543456524,체육도장업,2026-04-22 22:31:52,I,03,폐업,0,2003-11-24 11:01:27,,1993-07-28,138-826,,서울특별시 송파구 문정동 64-4,,CDFH3301021993000008,3230000,사립,서울특별시 송파구 문정로4길 22  (문정동),,03,폐업,,,
,,문덕태권도장,,2003-12-19,,,,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2004-01-07 11:04:34,,1993-10-19,138-869,,서울특별시 송파구 장지동 89-10,,CDFH3301021993000010,3230000,사립,,,03,폐업,,,
0,0,창무관,,1997-10-01,,211625.817990118,443376.197042444,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1993-11-01,138-812,0,서울특별시 송파구 가락동 198-6,,CDFH3301021993000011,3230000,사립,서울특별시 송파구 동남로14길 17-18  (가락동),,03,폐업,,,
0,0,태권도현대체육관,,2002-11-06,,209720.290631496,446244.350393389,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1993-12-24,138-240,0,서울특별시 송파구 신천동 20-4,,CDFH3301021993000012,3230000,사립,,,03,폐업,,,
0,0,태권도용사체육관,,1997-04-08,,209883.681531326,447546.143097973,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1993-12-27,138-874,0,서울특별시 송파구 풍납동 269-9,,CDFH3301021993000013,3230000,사립,서울특별시 송파구 토성로6길 7  (풍납동),,03,폐업,,,
,,호수,,2007-09-27,,209841.106799057,445595.125934631,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2007-09-27 11:39:11,,1994-01-26,138-829,,서울특별시 송파구 방이동 103-15,,CDFH3301021994000001,3230000,사립,서울특별시 송파구 올림픽로32길 53  (방이동),,03,폐업,,,
0,0,대한태권도,,2002-03-28,,210063.359184783,445485.278647912,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1994-01-31,138-832,0,서울특별시 송파구 방이동 145-2,,CDFH3301021994000002,3230000,사립,서울특별시 송파구 백제고분로48길 11  (방이동),,03,폐업,,,
,,배명태권도,,2004-05-20,,209275.785,444251.725,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2004-05-20 10:27:15,,1994-02-04,138-846,,서울특별시 송파구 석촌동 273-1,,CDFH3301021994000003,3230000,사립,서울특별시 송파구 가락로 84  (석촌동),,03,폐업,,,
,,거여태권도장,,2006-04-26,,212590.465473593,443660.351972649,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2006-04-27 16:24:21,,1994-02-25,138-813,,서울특별시 송파구 거여동 23-1,,CDFH3301021994000004,3230000,사립,서울특별시 송파구 오금로57길 10  (거여동),,03,폐업,,,
,,화랑체육관,,2003-12-04,,209187.736802551,446504.718511663,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2003-12-04 10:44:14,,1994-04-28,138-240,,서울특별시 송파구 신천동 17-3,,CDFH3301021994000005,3230000,사립,,,03,폐업,,,
0,0,경희태권도장,,1998-02-10,,209910.89,445085.745,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1994-07-08,138-851,0,서울특별시 송파구 송파동 131-2,,CDFH3301021994000007,3230000,사립,서울특별시 송파구 백제고분로46길 16-1  (송파동),,03,폐업,,,
0,0,상원체육도장,,2002-07-10,,210454.620818605,444560.998707038,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1994-09-06,138-853,0,서울특별시 송파구 송파동 167-1,,CDFH3301021994000008,3230000,사립,서울특별시 송파구 오금로32길 33  (송파동),,03,폐업,,,
,,현대체육관,,2011-12-30,,210435.330215021,448406.785482205,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2011-12-30 10:59:03,,1994-09-15,138-872,,서울특별시 송파구 풍납동 87-16,,CDFH3301021994000009,3230000,사립,서울특별시 송파구 바람드리길 27  (풍납동),,03,폐업,,,
0,0,호반체육관,,1996-10-08,,208028.069760494,444370.058740412,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1994-09-23,138-838,0,서울특별시 송파구 삼전동 58-3,,CDFH3301021994000010,3230000,사립,서울특별시 송파구 백제고분로28길 18  (삼전동),,03,폐업,,,
0,0,제일태권도장,,1997-11-07,,207049.680448675,445111.339327883,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1994-12-23,138-863,0,서울특별시 송파구 잠실동 221-17,,CDFH3301021994000011,3230000,사립,서울특별시 송파구 석촌호수로12길 53  (잠실동),,03,폐업,,,
0,0,다이나믹태권도,,1997-01-10,,207478.903684586,445327.310072002,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1994-12-28,138-862,0,서울특별시 송파구 잠실동 208-3,,CDFH3301021994000012,3230000,사립,서울특별시 송파구 백제고분로17길 52  (잠실동),,03,폐업,,,
,,요엘체육도장,,2009-09-09,,213489.673115375,443398.161638601,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2009-09-09 16:33:55,,1995-02-17,138-821,,서울특별시 송파구 마천동 323-164,,CDFH3301021995000003,3230000,사립,서울특별시 송파구 마천로 351  (마천동),,03,폐업,,,
0,0,현무도장,,1997-12-26,,208184.359324264,444805.666115526,체육도장업,2026-04-22 22:31:53,I,03,폐업,,2003-02-17 15:15:04,,1995-06-13,138-839,0,서울특별시 송파구 삼전동 93-13,,CDFH3301021995000005,3230000,사립,서울특별시 송파구 백제고분로27길 25  (삼전동),,03,폐업,,,
,,운암관검도교실,,2003-02-14,,210555.396352726,443941.695904851,체육도장업,2026-04-22 22:31:53,I,03,폐업,0,2003-11-24 11:32:26,,1995-07-22,138-802,,서울특별시 송파구 가락동 71-0,,CDFH3301021995000006,3230000,사립,서울특별시 송파구 중대로9길 60  (가락동),,03,폐업,,,
,2444,용인대 독수리체육관,태권도,2018-12-20,,211193.726600018,441703.846676865,체육도장업,2026-04-22 22:31:54,I,03,폐업,,2018-12-20 15:29:32,,1995-08-11,,,서울특별시 송파구 장지동 841-3 5층 501호,,CDFH3301021995000007,3230000,사립,"서울특별시 송파구 충민로2길 26 (장지동, 대진플라자1)",05816,03,폐업,,,
0,0,푸른체육관,,1998-08-13,,211052.364981204,443519.675834355,체육도장업,2026-04-22 22:31:55,I,03,폐업,,2003-02-17 15:15:04,,1995-09-29,138-807,0,서울특별시 송파구 가락동 131-8,,CDFH3301021995000010,3230000,사립,서울특별시 송파구 동남로9길 17-18  (가락동),,03,폐업,,,
0,0,상무체육관,,1998-04-20,,210031.905108466,445458.885088696,체육도장업,2026-04-22 22:31:55,I,03,폐업,,2003-02-17 15:15:04,,1995-10-17,138-830,0,서울특별시 송파구 방이동 112,,CDFH3301021995000011,3230000,사립,서울특별시 송파구 백제고분로48길 10  (방이동),,03,폐업,,,
0,0,삼전경희,,1999-10-20,,208340.659370942,444283.764274575,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1995-10-17,138-841,0,서울특별시 송파구 삼전동 176,,CDFH3301021995000012,3230000,사립,서울특별시 송파구 백제고분로32길 17  (삼전동),,03,폐업,,,
0,0,성덕검도관,,1999-05-28,,210758.263272176,442853.906597079,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1995-12-26,138-826,0,서울특별시 송파구 문정동 53-17,,CDFH3301021995000014,3230000,사립,서울특별시 송파구 송파대로22길 5-8  (문정동),,03,폐업,,,
0,0,한마당태권도장,,1997-04-09,,210406.001198521,445282.67469563,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1996-01-15,138-831,0,서울특별시 송파구 방이동 126-13,,CDFH3301021996000001,3230000,사립,서울특별시 송파구 가락로36길 6  (방이동),,03,폐업,,,
0,0,중앙,,1999-12-07,,211200.875036835,445123.062890801,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1996-01-24,138-855,0,서울특별시 송파구 오금동 18-11 덕산빌딩 401호,,CDFH3301021996000002,3230000,사립,"서울특별시 송파구 마천로 61,  401호 (오금동,덕산빌딩)",,03,폐업,,,
0,0,한솔체육관,,1998-02-02,,210387.956134978,447302.640257779,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1996-02-03,138-879,0,서울특별시 송파구 풍납동 402-3,,CDFH3301021996000003,3230000,사립,서울특별시 송파구 올림픽로 509  (풍납동),,03,폐업,,,
0,0,금호태권도,,1997-12-17,,208385.271022924,444851.818558175,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1996-03-22,138-840,0,서울특별시 송파구 삼전동 112-10,,CDFH3301021996000004,3230000,사립,서울특별시 송파구 삼학사로19길 13  (삼전동),,03,폐업,,,
,,선수촌올림픽스포츠센터,,2010-07-15,,211708.264681572,445907.582850538,체육도장업,2026-04-22 22:31:56,I,03,폐업,0,2010-07-15 17:57:28,,1996-05-21,138-829,,서울특별시 송파구 방이동 89-12,,CDFH3301021996000005,3230000,사립,서울특별시 송파구 양재대로 1222  (방이동),,03,폐업,,,
,,양진검도관,,2008-02-15,,211415.584402124,445092.000404166,체육도장업,2026-04-22 22:31:56,I,03,폐업,0,2008-02-15 15:40:49,,1996-05-27,138-855,,서울특별시 송파구 오금동 23-0,,CDFH3301021996000006,3230000,사립,서울특별시 송파구 위례성대로22길 28  (오금동),,03,폐업,,,
0,0,금메달태권도,,2000-10-12,,211365.665145582,444987.593017192,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1996-07-01,138-856,0,서울특별시 송파구 오금동 40,,CDFH3301021996000007,3230000,사립,서울특별시 송파구 마천로 84  (오금동),,03,폐업,,,
0,0,백제검도관,,1997-12-29,,207478.903684586,445327.310072002,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1996-07-05,138-862,0,서울특별시 송파구 잠실동 208-3,,CDFH3301021996000008,3230000,사립,서울특별시 송파구 백제고분로17길 52  (잠실동),,03,폐업,,,
0,0,김재성태권도,,1998-07-16,,210749.013642949,448275.808769884,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2003-02-17 15:15:04,,1996-07-30,138-873,0,서울특별시 송파구 풍납동 480-0,,CDFH3301021996000009,3230000,사립,서울특별시 송파구 바람드리길 62  (풍납동),,03,폐업,,,
,,경희스포츠,,2003-03-11,,209824.625217628,444466.47808876,체육도장업,2026-04-22 22:31:57,I,03,폐업,0,2003-11-25 15:44:45,,1996-08-27,138-854,,서울특별시 송파구 송파동 98-33 3층,,CDFH3301021996000010,3230000,사립,"서울특별시 송파구 가락로 144  (송파동,3층)",,03,폐업,,,
0,0,.,,1997-06-20,,211826.89227778,443906.707749319,체육도장업,2026-04-22 22:31:57,I,03,폐업,,2003-02-17 15:15:04,,1996-09-24,138-810,0,서울특별시 송파구 가락동 170-10,,CDFH3301021996000011,3230000,사립,서울특별시 송파구 오금로42길 7  (가락동),,03,폐업,,,
0,0,성진검도관,,2001-05-08,,211856.740086484,443731.115307921,체육도장업,2026-04-22 22:31:57,I,03,폐업,,2003-02-17 15:15:04,,1996-10-07,138-811,0,서울특별시 송파구 가락동 174-27,,CDFH3301021996000012,3230000,사립,서울특별시 송파구 오금로46길 22  (가락동),,03,폐업,,,
0,0,하나체육관,,1997-03-13,,209522.994640993,444350.055650412,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2003-02-17 15:15:04,,1996-12-07,138-847,0,서울특별시 송파구 석촌동 296,,CDFH3301021996000014,3230000,사립,서울특별시 송파구 가락로 112  (석촌동),,03,폐업,,,
,,용인대 백호 태권도장,,2008-02-15,,211905.368005101,443385.79169889,체육도장업,2026-04-22 22:32:14,I,03,폐업,0,2008-04-22 16:29:09,,2005-12-14,138-812,1,서울특별시 송파구 가락동 180-12 3층,,CDFH3301022005000013,3230000,사립,"서울특별시 송파구 동남로20길 50-37  (가락동,3층)",,03,폐업,,,
,,바른태권도,,2008-01-24,,210974.177725135,444627.592661292,체육도장업,2026-04-22 22:32:14,I,03,폐업,0,2008-01-24 10:02:55,,2006-01-10,138-800,,서울특별시 송파구 가락동 2-2 지하1층,,CDFH3301022006000001,3230000,사립,"서울특별시 송파구 오금로 294  (가락동,지하1층)",,03,폐업,,,64016146
,,세종검도관,,2008-08-01,,209564.613890405,444857.743608572,체육도장업,2026-04-22 22:32:14,I,03,폐업,0,2008-08-04 09:55:20,,2006-02-03,138-850,,서울특별시 송파구 송파동 84-1 지하,,CDFH3301022006000002,3230000,사립,"서울특별시 송파구 백제고분로 386  (송파동,지하)",,03,폐업,,,
,,송파검도관,,2009-05-27,,210346.279672452,444591.362299246,체육도장업,2026-04-22 22:32:17,I,03,폐업,0,2009-05-27 10:56:34,,2006-07-13,138-853,1,서울특별시 송파구 송파동 163-14 현대아파트상가 5층,,CDFH3301022006000008,3230000,사립,,,03,폐업,,,
,,마샬아트아카데미(태권도),,2010-03-11,,210888.096199441,444132.199602678,체육도장업,2026-04-22 22:32:18,I,03,폐업,0,2010-03-11 12:57:38,,2006-08-25,138-801,1,서울특별시 송파구 가락동 38 2층,,CDFH3301022006000010,3230000,사립,"서울특별시 송파구 양재대로64길 36  (가락동,2층)",,03,폐업,,,
,,서울중앙체육관,,2007-06-22,,211207.172712867,445236.597008844,체육도장업,2026-04-22 22:32:18,I,03,폐업,0,2007-08-14 16:37:33,,2006-09-11,138-855,1,서울특별시 송파구 오금동 18-1 5층,,CDFH3301022006000012,3230000,사립,"서울특별시 송파구 위례성대로20길 23  (오금동,5층)",,03,폐업,,,
,,동무관(검도),,2009-12-30,,207835.267975002,444818.136471765,체육도장업,2026-04-22 22:32:18,I,03,폐업,0,2009-12-30 15:45:29,,2006-11-28,138-837,,서울특별시 송파구 삼전동 5-3 지하1층,,CDFH3301022006000013,3230000,사립,"서울특별시 송파구 삼전로 80  (삼전동,지하1층)",,03,폐업,,,
,829,성 현무태권도,태권도,2025-06-17,,208251.999764709,444903.562844696,체육도장업,2026-04-22 22:32:19,I,03,폐업,,2025-06-17 16:39:55,,2007-01-15,,,서울특별시 송파구 삼전동 110-13 3층,,CDFH3301022007000001,3230000,사립,"서울특별시 송파구 삼학사로19길 28 (삼전동, 캔쇼빌딩)",05601,03,폐업,,,
,,현무태권도,,2013-11-06,,210264.563981294,447459.242238036,체육도장업,2026-04-22 22:32:19,I,03,폐업,,2013-11-06 13:50:18,,2007-03-27,138-879,,서울특별시 송파구 풍납동 405-2 2층 201호,,CDFH3301022007000005,3230000,사립,"서울특별시 송파구 토성로15길 3-3, 2층 (풍납동)",,03,폐업,,,
