"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"5929","일반음식점","07_24_04_P","4060000","4060000-101-2025-00538","2025-11-07","","01","영업/정상","01","영업","","","","","","43.02","413-100","경기도 파주시 동패동 2080-1","경기도 파주시 초롱꽃로 139, 105호 (동패동)","10956","무샤(MUSHA)","2026-01-06 16:37:41","U","2026-01-09 02:40:00","기타","","","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","43.02","","","",
"5930","일반음식점","07_24_04_P","5200000","5200000-101-2025-00034","2025-11-07","","01","영업/정상","01","영업","","","","","","50.03","717-804","경상북도 고령군 대가야읍 헌문리 277","경상북도 고령군 대가야읍 고헌1길 31","40141","낙원정","2026-01-07 09:43:52","U","2026-01-09 02:40:00","한식","314835.974353056","248446.395242715","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","50.03","","","",
"5931","일반음식점","07_24_04_P","3910000","3910029-101-2025-00244","2025-10-29","","01","영업/정상","01","영업","","","","","","108.55","459-030","경기도 평택시 이충동 609-3","경기도 평택시 송탄로40번길 79-28, 1층 102호 (이충동)","17785","미가 보리밥집","2026-01-06 17:41:55","U","2026-01-09 02:40:00","한식","204965.016319647","394483.606275331","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","108.55","","","",
"5932","일반음식점","07_24_04_P","4010000","4010000-101-2025-00525","2025-10-15","","03","폐업","02","폐업","2026-01-06","","","","","46.80","429-874","경기도 시흥시 대야동 562-3 서강프라자","경기도 시흥시 비둘기공원7길 22, 서강프라자 111호 (대야동)","14908","복성원","2026-01-06 15:23:22","U","2026-01-09 02:40:00","기타","181586.649147734","438013.910677125","기타","0","0","","","","0","0","0","0","0","","0","0","N","46.8","","","",
"5933","일반음식점","07_24_04_P","3630000","3630000-101-2025-00383","2025-11-28","","01","영업/정상","01","영업","","","","","","51.00","506-839","광주광역시 광산구 신창동 1125-3","광주광역시 광산구 왕버들로251번길 10, 1층 (신창동)","62249","시절인연","2026-01-07 15:19:37","U","2026-01-09 02:40:00","호프/통닭","185074.156981879","188643.36098133","호프/통닭","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","51","","","",
"5934","일반음식점","07_24_04_P","5710000","5730000-101-2020-00452","2020-09-03","","01","영업/정상","01","영업","","","","","","51.98","361-810","충청북도 청주시 흥덕구 복대동 36-5","충청북도 청주시 흥덕구 복대로190번길 15, 1층 101호 (복대동)","28586","차산 돼지국밥&수육보쌈","2026-01-06 17:45:00","U","2026-01-09 02:40:00","한식","239441.328170082","348154.486740801","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","51.98","","","",
"5935","일반음식점","07_24_04_P","3060000","3060000-101-2025-00302","2025-12-05","","01","영업/정상","01","영업","","","","","","185.44","131-230","서울특별시 중랑구 망우동 584 신내역 프라디움 더 테라스","서울특별시 중랑구 용마산로 670, A동 지하1층 AB101,102,103호 (망우동, 신내역 프라디움 더 테라스)","02057","짬뽕관 신내역점","2026-01-06 11:25:39","U","2026-01-09 02:40:00","중국식","208947.072330515","456501.735079654","중국식","0","0","","","","0","0","0","0","0","","0","0","N","185.44","","","",
"5936","일반음식점","07_24_04_P","5530000","5530000-101-2025-01175","2025-12-04","","03","폐업","02","폐업","2026-01-05","","","","","3.30","445-160","경기도 화성시 반송동 96 메타폴리스","경기도 화성시 동탄중앙로 220, 타임테라스 A블럭 지하2층 일부호 (반송동, 메타폴리스)","18445","원조공주떡집 서울스퀘어점","2026-01-06 04:15:09","U","2026-01-09 02:40:00","기타","206044.332509042","411453.905695269","기타","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"5937","일반음식점","07_24_04_P","3510500","3510500-101-2025-00437","2025-12-03","","03","폐업","02","폐업","2026-01-05","","","","","3.30","","인천광역시 미추홀구 관교동 15 인천종합터미널,롯데백화점","인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 지하1층 일부호 (관교동)","22242","하트티라미수 더현대서울점","2026-01-06 04:15:09","U","2026-01-09 02:40:00","기타","173499.267314606","437739.32138498","기타","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"5938","일반음식점","07_24_04_P","3910000","3910029-101-2025-00270","2025-11-12","","01","영업/정상","01","영업","","","","","","25.70","","경기도 평택시 고덕동 2618-3 힐스테이트 고덕 센트럴","경기도 평택시 고덕국제대로 77, 301동 1130호 (고덕동, 힐스테이트 고덕 센트럴)","18018","트래블샌드위치","2026-01-07 09:41:06","U","2026-01-09 02:40:00","기타","203709.243236458","393590.810761107","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","25.7","","","",
"5939","일반음식점","07_24_04_P","3720000","3720000-101-2025-00201","2025-12-05","","01","영업/정상","01","영업","","","","","","390.75","683-420","울산광역시 북구 매곡동 934-10","울산광역시 북구 신기3길 10, 지상2층 (매곡동)","44215","본목뼈감자탕","2026-01-07 09:26:49","U","2026-01-09 02:40:00","한식","413381.63427379","240909.850972386","한식","0","0","","","","0","0","0","0","0","","0","0","Y","390.75","","","",
"5940","일반음식점","07_24_04_P","5050000","5050000-101-2025-00478","2025-11-28","","01","영업/정상","01","영업","","","","","","18.48","780-943","경상북도 경주시 성건동 339-2 경주중앙시장","경상북도 경주시 금성로 295, 경주중앙시장 10동 23, 24, 26호 (성건동)","38156","경주 감포식당","2026-01-06 10:00:12","U","2026-01-09 02:40:00","한식","399266.054564378","262675.077579605","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","18.48","","","",
"5941","일반음식점","07_24_04_P","4050000","5630000-101-2025-00273","2025-12-05","","01","영업/정상","01","영업","","","","","","154.00","446-916","경기도 용인시 기흥구 중동 460-1 로얄캐빈 스위트 하우스","경기도 용인시 기흥구 동백죽전대로 309, 지하2층 104호 일부호 (중동, 로얄캐빈 스위트 하우스)","16995","민영활어공장","2026-01-06 10:07:18","U","2026-01-09 02:40:00","일식","213462.758199257","418451.244198362","일식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","154","","","",
"5942","일반음식점","07_24_04_P","5080000","5080000-101-2025-00514","2025-12-03","","01","영업/정상","01","영업","","","","","","64.20","730-801","경상북도 구미시 선산읍 교리 1209 주1동 1층","경상북도 구미시 선산읍 동교11길 1, 주1동 1층","39112","두찜구미선산점","2026-01-07 16:20:18","U","2026-01-09 02:40:00","한식","317170.627974457","306233.826277194","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","64.2","","","",
"5943","일반음식점","07_24_04_P","3000000","3000000-101-2025-00361","2025-11-18","","01","영업/정상","01","영업","","","","","","340.01","110-350","서울특별시 종로구 운니동 98-5 INNO88 TOWER","서울특별시 종로구 율곡로 88, INNO88 TOWER 1층 104호 (운니동)","03131","다반 안국","2026-01-06 13:13:13","U","2026-01-09 02:40:00","한식","198952.501606235","452729.319337378","한식","0","0","","","","0","0","0","0","0","","0","0","N","340.01","","","",
"5944","일반음식점","07_24_04_P","3450000","3450000-101-2025-00357","2025-12-03","","01","영업/정상","01","영업","","","","","","49.16","702-855","대구광역시 북구 침산동 101-1 침산동 삼정 그린코아","대구광역시 북구 중앙대로 570, 103동 1층 104호 (침산동, 침산동 삼정 그린코아)","41578","15피와이","2026-01-07 16:09:16","U","2026-01-09 02:40:00","기타","344240.517373635","265979.502667699","기타","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","49.16","","","",
"5945","일반음식점","07_24_04_P","4201000","4201000-101-2025-00528","2025-12-05","","01","영업/정상","01","영업","","","","","","34.64","","강원특별자치도 강릉시 내곡동 51-22","강원특별자치도 강릉시 범일로 686, 1층 (내곡동)","25585","24시숙성가마솥김치찜","2026-01-06 14:42:38","U","2026-01-09 02:40:00","한식","366250.294156512","473195.611664792","한식","0","0","","","","0","0","0","0","0","","0","0","N","34.64","","","",
"5946","일반음식점","07_24_04_P","3610000","3610000-101-2025-00142","2025-12-05","","01","영업/정상","01","영업","","","","","","11.50","503-811","광주광역시 남구 봉선동 144-8","광주광역시 남구 봉선2로 108, 지하1층 (봉선동)","61686","투게더호프","2026-01-07 09:19:06","U","2026-01-09 02:40:00","호프/통닭","192464.831051016","180754.323173645","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","11.5","","","",
"5947","일반음식점","07_24_04_P","5670000","5670184-101-2025-00085","2025-10-14","","03","폐업","02","폐업","2026-01-07","","","","","34.58","630-010","경상남도 창원시 마산회원구 석전동 300 창원 메트로시티 석전 122동 124호","경상남도 창원시 마산회원구 석전남8길 40, 122동 124호 (석전동, 창원 메트로시티 석전)","51314","몸생각도시락","2026-01-07 16:25:36","U","2026-01-09 02:40:00","김밥(도시락)","342960.784655356","193278.568822361","김밥(도시락)","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","34.58","","","",
"5948","일반음식점","07_24_04_P","4191000","4191000-101-2025-00574","2025-10-23","","01","영업/정상","01","영업","","","","","","55.73","","강원특별자치도 원주시 일산동 230-19","강원특별자치도 원주시 일산초교길 71 (일산동)","26425","원주오면","2026-01-06 14:07:57","U","2026-01-09 02:40:00","한식","283557.657311","427910.237634607","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","55.73","","","",
"5949","일반음식점","07_24_04_P","3080000","3080000-101-2025-00376","2025-11-10","","01","영업/정상","01","영업","","","","","","49.94","142-860","서울특별시 강북구 번동 148-26 대동빌라 202호","서울특별시 강북구 오현로 176, 202호 (번동, 대동빌라)","01223","BHC 번동점","2026-01-07 16:22:21","U","2026-01-09 02:40:00","기타","203299.090419064","458350.874125065","기타","0","0","","","","0","0","0","0","0","","0","0","N","49.94","","","",
"5950","일반음식점","07_24_04_P","3550000","3550000-101-2025-00176","2025-12-24","","01","영업/정상","01","영업","","","","","","35.21","407-820","인천광역시 계양구 작전동 897-1 2층 일부호","인천광역시 계양구 장제로 719-23, 2층 일부호 (작전동)","21085","와이제이푸드","2026-01-07 17:36:43","U","2026-01-09 02:40:00","한식","176334.704155028","447885.495253679","한식","0","0","","","","0","0","0","0","0","","0","0","N","35.21","","","",
"5951","일반음식점","07_24_04_P","3550000","3550000-101-2025-00177","2025-12-24","","01","영업/정상","01","영업","","","","","","72.69","407-040","인천광역시 계양구 효성동 690","인천광역시 계양구 마장로544번길 10, 제일풍경채 계양위너스카이 1단지 판매시설동 1층 B1-102호 (효성동)","21105","한돈생삼겹","2026-01-07 17:30:56","U","2026-01-09 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","72.69","","","",
"5952","일반음식점","07_24_04_P","3130000","3130000-101-2025-00978","2025-12-24","","01","영업/정상","01","영업","","","","","","152.85","121-838","서울특별시 마포구 서교동 355-8 지엘빌딩","서울특별시 마포구 홍익로5안길 36, 지엘빌딩 1층 (서교동)","04039","숙성소곱창간장게장 무한곱게","2026-01-06 10:16:23","U","2026-01-09 02:40:00","한식","192938.519585362","450119.008537272","한식","0","0","","","","0","0","0","0","0","","0","0","N","152.85","","","",
"5953","일반음식점","07_24_04_P","3490000","3490000-101-2025-00495","2025-12-18","","01","영업/정상","01","영업","","","","","070 43334255","173.39","400-340","인천광역시 중구 운서동 2874 파라다이스시티플라자 2층 F203호","인천광역시 중구 영종해안남로321번길 186, 파라다이스시티플라자 2층 F203호 (운서동)","22382","(주)캘리스코 히바린 파라다이스시티점","2026-01-06 17:26:16","U","2026-01-09 02:40:00","기타","151831.780955857","437337.832449689","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","173.39","","","",
"5954","일반음식점","07_24_04_P","3490000","3490000-101-2025-00498","2025-12-24","","01","영업/정상","01","영업","","","","","","550.31","400-440","인천광역시 중구 남북동 923 4층","인천광역시 중구 용유서로 30, 4층 (남북동)","22384","더웰리스푸드","2026-01-06 17:21:51","U","2026-01-09 02:40:00","기타","147227.596102079","438185.994794712","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","550.31","","","",
"5955","일반음식점","07_24_04_P","4050000","5630000-101-2025-00289","2025-12-26","","01","영업/정상","01","영업","","","","","","236.00","446-598","경기도 용인시 기흥구 신갈동 388-1063","경기도 용인시 기흥구 용구대로2145번길 17, 1층 (신갈동)","16966","남원추어탕","2026-01-06 09:48:34","U","2026-01-09 02:40:00","한식","209218.366647032","419837.216832555","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","236","","","",
"5956","일반음식점","07_24_04_P","3530000","3530000-101-2025-00344","2025-12-17","","01","영업/정상","01","영업","","","","","","133.09","405-868","인천광역시 남동구 만수동 1024-6","인천광역시 남동구 담방로 63, 1층 전부호 (만수동)","21594","한방전주콩나물국밥 만수점","2026-01-06 19:19:20","U","2026-01-09 02:40:00","한식","176793.543186045","438165.683159573","한식","0","0","","","","0","0","0","0","0","","0","0","N","133.09","","","",
"5957","일반음식점","07_24_04_P","3530000","3530000-101-2025-00346","2025-12-17","","01","영업/정상","01","영업","","","","","","29.25","405-869","인천광역시 남동구 만수동 1078-8","인천광역시 남동구 장승로 12, 1층 일부(103호)호 (만수동)","21594","동그라미 잡화점","2026-01-06 19:18:48","U","2026-01-09 02:40:00","경양식","176410.805180308","438280.957865423","경양식","0","0","","","","0","0","0","0","0","","0","0","N","29.25","","","",
"5958","일반음식점","07_24_04_P","3730000","3730000-101-2025-00208","2025-12-18","","01","영업/정상","01","영업","","","","","","40.48","689-843","울산광역시 울주군 두동면 봉계리 510-6 봉계돼지양념불고기","울산광역시 울주군 두동면 두동로 1843, 1층","44914","봉계아구찜","2026-01-06 11:40:12","U","2026-01-09 02:40:00","한식","398955.22428049","248198.746402613","한식","0","0","","","상수도(음용)지하수(주방용)겸용","0","0","0","0","0","","0","0","N","40.48","","","",
"5959","일반음식점","07_24_04_P","3730000","3730000-101-2025-00213","2025-12-29","","01","영업/정상","01","영업","","","","","","64.00","689-855","울산광역시 울주군 범서읍 천상리 610-13","울산광역시 울주군 범서읍 천상중앙길 76, 1층","44928","천상반주","2026-01-06 11:43:11","U","2026-01-09 02:40:00","한식","401942.193290021","231552.376787608","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","64","","","",
"5960","일반음식점","07_24_04_P","4490000","5650000-101-2024-00358","2024-09-10","","01","영업/정상","01","영업","","","","","","65.62","330-040","충청남도 천안시 동남구 사직동 178-4 1층","충청남도 천안시 동남구 영성로 35, 1층 (사직동)","31129","시장국밥집","2026-01-06 10:57:12","U","2026-01-09 02:40:00","한식","213344.583889261","366683.22708111","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","65.62","","","",
"5961","일반음식점","07_24_04_P","3080000","3080000-101-2025-00412","2025-12-12","","01","영업/정상","01","영업","","","","","","23.00","142-864","서울특별시 강북구 번동 411-17 1층 좌측호","서울특별시 강북구 한천로123길 39, 1층 좌측호 (번동)","01068","처갓집 옛날통닭","2026-01-07 16:19:45","U","2026-01-09 02:40:00","호프/통닭","202560.70846574","459280.773546698","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","23","","","",
"5962","일반음식점","07_24_04_P","3700000","3700000-101-2025-00513","2025-12-18","","01","영업/정상","01","영업","","","","","","36.45","680-816","울산광역시 남구 삼산동 1574-7","울산광역시 남구 삼산중로84번길 3, B동 103호 (삼산동)","44705","샐러드바스켓울산삼산점","2026-01-06 17:00:43","U","2026-01-09 02:40:00","경양식","411771.083801435","229322.584699333","경양식","0","0","","","","0","0","0","0","0","","0","0","N","36.45","","","",
"5963","일반음식점","07_24_04_P","6510000","6510000-101-2025-00840","2025-12-24","","01","영업/정상","01","영업","","","","","","93.30","690-803","제주특별자치도 제주시 노형동 1041-1","제주특별자치도 제주시 월랑북길 10, 1층 (노형동)","63096","노형각재기","2026-01-06 14:36:27","U","2026-01-09 02:40:00","한식","151165.874147821","-503.649808138916","한식","0","0","","","","0","0","0","0","0","","0","0","N","93.3","","","",
"5964","일반음식점","07_24_04_P","3220000","3220000-101-2025-01342","2025-11-05","","01","영업/정상","01","영업","","","","","","132.50","135-950","서울특별시 강남구 청담동 22-14","서울특별시 강남구 도산대로58길 18, 지상2층 (청담동)","06062","주식회사 메종드타블청담","2026-01-07 09:14:56","U","2026-01-09 02:40:00","한식","203572.631713218","446650.881330352","한식","0","0","","","","0","0","0","0","0","","0","0","Y","132.5","","","",
"5965","일반음식점","07_24_04_P","3680000","3680000-101-2025-00124","2025-12-18","","01","영업/정상","01","영업","","","","","","18.00","306-825","대전광역시 대덕구 중리동 175-16","대전광역시 대덕구 중리동로 36-1, 1층 (중리동)","34390","호식이두마리치킨 대전중리점","2026-01-07 15:58:49","U","2026-01-09 02:40:00","호프/통닭","238477.468859962","318043.386868549","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","18","","","",
"5966","일반음식점","07_24_04_P","4490000","5650000-101-2025-00320","2025-12-24","","01","영업/정상","01","영업","","","","","","41.03","330-988","충청남도 천안시 동남구 구성동 471-6 1층","충청남도 천안시 동남구 충절로 253, 1층 (구성동)","31192","한촌구성점","2026-01-06 10:04:03","U","2026-01-09 02:40:00","한식","214189.67624541","366109.904683607","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","41.03","","","",
"5967","일반음식점","07_24_04_P","5020000","5040000-101-2025-00329","2025-12-17","","03","폐업","02","폐업","2026-01-07","","","","","126.00","791-842","경상북도 포항시 북구 죽도동 203-1 1층","경상북도 포항시 북구 죽파로 48, 1층 (죽도동)","37747","가장맛있는족발 죽파점","2026-01-07 10:50:24","U","2026-01-09 02:40:00","식육(숯불구이)","412768.654899583","283364.289520939","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","126","","","",
"5968","일반음식점","07_24_04_P","3700000","3700000-101-2025-00509","2025-12-17","","01","영업/정상","01","영업","","","","","","86.22","680-817","울산광역시 남구 삼산동 1559-1","울산광역시 남구 화합로194번길 38, 1층 (삼산동)","44713","리앤리친환경페인트","2026-01-06 17:02:09","U","2026-01-09 02:40:00","기타","412469.373220426","229406.400413831","기타","0","0","","","","0","0","0","0","0","","0","0","N","86.22","","","",
"5969","일반음식점","07_24_04_P","3740000","5610000-101-2025-00435","2025-12-24","","01","영업/정상","01","영업","","","","","031 2127177","3.20","443-280","경기도 수원시 영통구 하동 987-5","경기도 수원시 영통구 광교중앙로 244, 103호 일부호 (하동)","16512","전곱 숯불직화곱창","2026-01-06 20:13:16","U","2026-01-09 02:40:00","한식","205857.541436971","421124.093239748","한식","0","0","","","","0","0","0","0","0","","0","0","N","3.2","","","",
"5970","일반음식점","07_24_04_P","3290000","3290000-101-2025-00413","2025-12-17","","01","영업/정상","01","영업","","","","","","132.26","614-826","부산광역시 부산진구 범천동 882-24 범천 SJ FABER","부산광역시 부산진구 범일로 161-1, 1층 102호 (범천동, 범천 SJ FABER)","47360","비에이치씨(BHC)","2026-01-06 15:20:33","U","2026-01-09 02:40:00","호프/통닭","387561.806021283","184763.085196885","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","132.26","","","",
"5971","일반음식점","07_24_04_P","5080000","5080000-101-2025-00479","2025-11-05","","01","영업/정상","01","영업","","","","","","90.63","730-925","경상북도 구미시 원평동 1056-2 호천빌딩 1층","경상북도 구미시 구미중앙로35길 20, 호천빌딩 1층 (원평동)","39232","까뮤","2026-01-07 10:08:57","U","2026-01-09 02:40:00","기타","321188.573449736","292366.964849604","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","90.63","","","",
"5972","일반음식점","07_24_04_P","5710000","5730000-101-2025-00496","2025-12-26","","01","영업/정상","01","영업","","","","","","120.87","361-810","충청북도 청주시 흥덕구 복대동 350-52","충청북도 청주시 흥덕구 죽천로124번길 46, 1층 (복대동)","28584","소담부대찌개","2026-01-07 15:03:38","U","2026-01-09 02:40:00","한식","238974.500550394","348364.27696284","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","120.87","","","",
"5973","일반음식점","07_24_04_P","3490000","3490000-101-2025-00494","2025-12-17","","01","영업/정상","01","영업","","","","","032 751 7735","142.00","400-320","인천광역시 중구 중산동 1883-9 하늘프라자 2층 203호","인천광역시 중구 하늘중앙로195번길 23, 하늘프라자 2층 203호 (중산동)","22397","수암골 쪽갈비 영종하늘도시점","2026-01-06 17:23:06","U","2026-01-09 02:40:00","식육(숯불구이)","161209.575","443093.855","식육(숯불구이)","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","142","","","",
"5974","일반음식점","07_24_04_P","3740000","3760000-101-2025-00371","2025-12-26","","01","영업/정상","01","영업","","","","","","0.00","441-460","경기도 수원시 권선구 금곡동 1086-2","경기도 수원시 권선구 금곡로102번길 45, 1층 102호, 103호, 104호 (금곡동)","16388","속초종합어시장","2026-01-06 09:58:32","U","2026-01-09 02:40:00","기타","194778.803833909","418923.556051104","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"5975","일반음식점","07_24_04_P","3940000","4100100-101-2025-00397","2025-12-15","","01","영업/정상","01","영업","","","","","","10.80","411-827","경기도 고양시 일산서구 일산동 1040 후곡마을 상가동 102호","경기도 고양시 일산서구 킨텍스로 458, 후곡마을 상가동 102호 (일산동)","10372","찐또배기 1인밥상","2026-01-07 16:35:46","U","2026-01-09 02:40:00","한식","179008.373259368","464584.990305948","한식","0","0","","","","0","0","0","0","0","","0","0","N","10.8","","","",
"5976","일반음식점","07_24_04_P","3660000","3660000-101-2025-00533","2025-12-08","","01","영업/정상","01","영업","","","","","","129.72","302-318","대전광역시 서구 도안동 1720","대전광역시 서구 도안동로31번길 27-16, 1층 (도안동)","35368","닭섬","2026-01-07 09:09:24","U","2026-01-09 02:40:00","기타","231438.667595963","311838.819052285","기타","0","0","","","","0","0","0","0","0","","0","0","N","129.72","","","",
"5977","일반음식점","07_24_04_P","3060000","3060000-101-2025-00313","2025-12-15","","01","영업/정상","01","영업","","","","","","182.95","131-800","서울특별시 중랑구 망우동 335-3 에이동 에이비104호, 에이비105호","","","낙소당 신내역점","2026-01-07 13:39:51","U","2026-01-09 02:40:00","식육(숯불구이)","","","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","182.95","","","",
"5978","일반음식점","07_24_04_P","5530000","5530000-101-2025-01146","2025-11-26","","01","영업/정상","01","영업","","","","","","33.12","445-967","경기도 화성시 정남면 신리 260 2층 207~209호 일부호","경기도 화성시 정남면 서봉로 1006-4, 2층 207~209호 일부호","18519","에스지골프","2026-01-06 15:38:57","U","2026-01-09 02:40:00","기타","197468.836794828","406554.635739159","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","62.8","","","",
"5979","일반음식점","07_24_04_P","3280000","3280000-101-2025-00093","2025-12-08","","01","영업/정상","01","영업","","","","","","87.30","606-012","부산광역시 영도구 대교동2가 169-2 1층","부산광역시 영도구 남항로31번길 43, 1층 (대교동2가)","49052","가가곱창아이가","2026-01-07 11:04:39","U","2026-01-09 02:40:00","식육(숯불구이)","386033.060157225","178776.557168147","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","87.3","","","",
"5980","일반음식점","07_24_04_P","3860000","3891000-101-2020-00779","2020-06-22","","01","영업/정상","01","영업","","","","","","27.33","","경기도 부천시 오정구 원종동 300-3 삼오주택 에이동 1층 106호 일부","경기도 부천시 오정구 고강로56번길 38, 에이동 1층 106호 일부호 (원종동, 삼오주택)","14414","훈희치킨","2026-01-07 16:36:15","U","2026-01-09 02:40:00","호프/통닭","183142.789279513","447348.196237389","호프/통닭","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","27.33","","","",
"5981","일반음식점","07_24_04_P","4610000","4610000-101-2025-00132","2025-12-08","","01","영업/정상","01","영업","","","","","","66.74","340-803","충청남도 예산군 예산읍 산성리 711-1","충청남도 예산군 예산읍 역전로140번길 19","32429","맨날술이야","2026-01-06 09:31:33","U","2026-01-09 02:40:00","기타","184907.107095246","354504.517371466","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","66.74","","","",
"5982","일반음식점","07_24_04_P","5370000","5370000-101-2025-00184","2025-12-08","","01","영업/정상","01","영업","","","","","","33.15","656-925","경상남도 거제시 장평동 13-1 대한아파트 106동 105호","경상남도 거제시 장평로6길 25, 대한아파트 106동 1층 105호 (장평동)","53266","아지트 수산","2026-01-06 17:00:15","U","2026-01-09 02:40:00","한식","347332.943399734","156143.905337805","한식","0","0","","","","0","0","0","0","0","","0","0","N","33.15","","","",
"5983","일반음식점","07_24_04_P","4170000","4170000-101-2025-00137","2025-12-29","","01","영업/정상","01","영업","","","","","","51.87","476-823","경기도 양평군 양서면 양수리 552-3","경기도 양평군 양서면 북한강로 35, 1층","12585","슈퍼크리스피 양평양수점","2026-01-07 11:34:07","U","2026-01-09 02:40:00","호프/통닭","228303.625783669","449497.002014267","호프/통닭","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","51.87","","","",
"5984","일반음식점","07_24_04_P","3630000","3630000-101-2025-00392","2025-12-08","","01","영업/정상","01","영업","","","","","","65.04","506-307","광주광역시 광산구 신가동 1292","광주광역시 광산구 임방울대로215번길 5-8, 1층 (신가동)","62322","오늘","2026-01-07 11:09:16","U","2026-01-09 02:40:00","호프/통닭","183252.708980402","186785.827702868","호프/통닭","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","65.04","","","",
"5985","일반음식점","07_24_04_P","3830000","3840000-101-2025-00160","2025-12-15","","01","영업/정상","01","영업","","","","","","34.02","430-834","경기도 안양시 만안구 안양동 707-336","경기도 안양시 만안구 냉천로147번길 15, 1층 일부호 (안양동)","14000","지금육회연어","2026-01-07 15:39:25","U","2026-01-09 02:40:00","한식","192993.110868089","432368.518841027","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","34.02","","","",
"5986","일반음식점","07_24_04_P","3300000","3300000-101-2025-00216","2025-12-15","","01","영업/정상","01","영업","","","","","","105.60","607-837","부산광역시 동래구 온천동 785-15 세기빌딩","부산광역시 동래구 금강로 11, 세기빌딩 1층 (온천동)","47720","스시투어 온천점","2026-01-06 15:27:20","U","2026-01-09 02:40:00","일식","388638.275290201","192349.428622958","일식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","105.6","","","",
"5987","일반음식점","07_24_04_P","3830000","3850000-101-2025-00203","2025-11-26","","01","영업/정상","01","영업","","","","","","48.00","431-808","경기도 안양시 동안구 관양동 1467-1","경기도 안양시 동안구 관악대로404번길 19, 지상1층 일부호 (관양동)","13948","먹고보자","2026-01-06 09:45:02","U","2026-01-09 02:40:00","한식","197093.124173916","433517.50977269","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"5988","일반음식점","07_24_04_P","4191000","4191000-101-2025-00688","2025-12-29","","01","영업/정상","01","영업","","","","","033 7664142","21.49","","강원특별자치도 원주시 단구동 1627-12","강원특별자치도 원주시 토지길 19-5, 1층 일부호 (단구동)","26490","똔스","2026-01-06 12:56:30","U","2026-01-09 02:40:00","한식","284836.769302234","424925.25204575","한식","0","0","","","","0","0","0","0","0","","0","0","N","21.49","","","",
